Part Number,Type,Bore (d) mm,OD (D) mm,Width (T) mm,Weight (kg),C Load,C0 Load,Max RPM,Price (GBP),Price (INR),Price (USD)
131093X/131158XP,P,93.663,158.75,68.5,3.8,21.04,505,,N/A,N/A,N/A
131095/131150P,P,95,150,68.5,3.8,21.04,505,,N/A,N/A,N/A
131095/131158XP,P,95,158.75,68.5,3.8,21.04,505,,N/A,N/A,N/A
131097/131150P,P,97,150,68.5,3.8,21.04,505,,N/A,N/A,N/A
131097/131158XP,P,97,158.75,68.5,3.8,21.04,505,,N/A,N/A,N/A
160090/160152XP,P,90,152.4,83.9,4.3,22.92,550,,N/A,N/A,N/A
160090/160158XP,P,90,158.75,83.9,4.3,22.92,550,,N/A,N/A,N/A
160090/160160P,P,90,160,83.9,4.3,22.92,550,,N/A,N/A,N/A
160090/160161XP,P,90,161.925,83.9,4.3,22.92,550,,N/A,N/A,N/A
160098X/160152XP,P,98.425,152.4,83.9,4.3,22.92,550,,N/A,N/A,N/A
160098X/160158XP,P,98.425,158.75,83.9,4.3,22.92,550,,N/A,N/A,N/A
160098X/160160P,P,98.425,160,83.9,4.3,22.92,550,,N/A,N/A,N/A
160098X/160161XP,P,98.425,161.925,83.9,4.3,22.92,550,,N/A,N/A,N/A
160095/160152XP,P,95,152.4,83.9,4.5,22.92,550,,N/A,N/A,N/A
115177X/115227XP,P,177.8,227.013,69.24,5.07,22.71,545,,N/A,N/A,N/A
141101X/141165XP,P,101.6,165.1,73.03,5.68,25.5,612,,N/A,N/A,N/A
141107X/141165XP,P,107.95,165.1,73.03,5.68,25.5,612,,N/A,N/A,N/A
161140/161200P,P,140,200,80.15,6.38,37.72,905,,4908.52,981704,6233.82
161140/161200XP,P,140,200.025,80.15,6.38,37.72,905,,N/A,N/A,N/A
161142X/161200P,P,142.875,200,80.15,6.38,37.72,905,,N/A,N/A,N/A
161142X/161200XP,P,142.875,200.025,80.15,6.38,37.72,905,,N/A,N/A,N/A
181118/181180XP,P,118,180.975,95.3,6.57,32.08,770,,N/A,N/A,N/A
181115/181180XP,P,115,180.975,95.3,6.78,32.08,770,,N/A,N/A,N/A
181111X/181180XP,P,111.125,180.975,95.3,7.03,32.08,770,,N/A,N/A,N/A
210085/210170P,P,85,170,97.5,7.34,33.75,810,,2123.03,424606,2696.25
210090/210170P,P,90,170,97.5,7.34,33.75,810,,2075,415000,2635.25
210095/210170P,P,95,170,97.5,7.34,33.75,810,,2074.92,414984,2635.15
164127X/164196XP,P,127,196.85,93.67,7.42,35.21,845,,N/A,N/A,N/A
164127X/164200XP,P,127,200.025,93.67,7.42,35.21,845,,N/A,N/A,N/A
164133X/164196XP,P,133.35,196.85,93.67,7.42,35.21,845,,N/A,N/A,N/A
164133X/164200XP,P,133.35,200.025,93.67,7.42,35.21,845,,N/A,N/A,N/A
184120/184190P,P,120,190,95.3,7.45,34.58,830,,2209.01,441802,2805.44
184120/184190XP,P,120,190.5,95.3,7.45,34.58,830,,N/A,N/A,N/A
184120/184199P,P,120,199,95.3,7.45,34.58,830,,N/A,N/A,N/A
184120/184200P,P,120,200,95.3,7.45,34.58,830,,N/A,N/A,N/A
180105/180180XP,P,105,180.975,92,7.58,28.75,690,,N/A,N/A,N/A
180100/180170P,P,100,170,92,7.67,28.75,690,,1738.04,347608,2207.32
180100/180180P,P,100,180,92,7.67,28.75,690,,N/A,N/A,N/A
180100/180180XP,P,100,180.975,92,7.67,28.75,690,,N/A,N/A,N/A
180101X/180170P,P,101.6,170,92,7.67,28.75,690,,1738.04,347608,2207.32
180101X/180180P,P,101.6,180,92,7.67,28.75,690,,1978.39,395678,2512.57
180105/180170P,P,105,170,92,7.67,28.75,690,,1964.51,392902,2494.93
180105/180180P,P,105,180,92,7.67,28.75,690,,N/A,N/A,N/A
180101X/180180XP,P,101.6,180.975,92,7.81,28.75,690,,N/A,N/A,N/A
181118/181190P,P,118,190,95.3,8.13,32.08,770,,N/A,N/A,N/A
181118/181190XP,P,118,190.5,95.3,8.23,32.08,770,,N/A,N/A,N/A
181115/181190P,P,115,190,95.3,8.43,32.08,770,,N/A,N/A,N/A
181115/181190XP,P,115,190.5,95.3,8.53,32.08,770,,N/A,N/A,N/A
181111X/181190P,P,111.125,190,95.3,8.68,32.08,770,,2660.53,532106,3378.87
181111X/181200XP,P,111.125,200.025,95.3,8.68,32.08,770,,N/A,N/A,N/A
181115/181200XP,P,115,200.025,95.3,8.68,32.08,770,,N/A,N/A,N/A
181118/181200XP,P,118,200.025,95.3,8.68,32.08,770,,N/A,N/A,N/A
181111X/181190XP,P,111.125,190.5,95.3,8.78,32.08,770,,N/A,N/A,N/A
183152X/183222XP,P,152.4,222.25,93.1,9.08,45.83,1100,,N/A,N/A,N/A
163150/163210P,P,150,210,84,9.1,40.83,980,,10199.65,2039930,12953.56
180105/180190P,P,105,190,92,9.38,28.75,690,,N/A,N/A,N/A
180101X/180190P,P,101.6,190,92,9.56,28.75,690,,N/A,N/A,N/A
180100/180190P,P,100,190,92,9.58,28.75,690,,N/A,N/A,N/A
200136X/200215XP,P,136.525,215.9,101,10.25,38.12,915,,N/A,N/A,N/A
200133X/200215XP,P,133.35,215.9,101,10.55,38.12,915,,N/A,N/A,N/A
200127X/200215P,P,127,215,101,11.05,38.12,915,,N/A,N/A,N/A
200127X/200215XP,P,127,215.9,101,11.05,38.12,915,,N/A,N/A,N/A
200133X/200215P,P,133.35,215,101,11.05,38.12,915,,N/A,N/A,N/A
200136X/200215P,P,136.525,215,101,11.05,38.12,915,,N/A,N/A,N/A
200139X/200215P,P,139.7,215,101,11.05,38.12,915,,N/A,N/A,N/A
200139X/200215XP,P,139.7,215.9,101,11.05,38.12,915,,N/A,N/A,N/A
203145/203256P,P,145,256,101,11.83,46.25,1110,,N/A,N/A,N/A
203156/203235P,P,156,235,101,11.83,46.25,1110,,3048.63,609726,3871.76
187185/187258P,P,185,258,100,12,46.25,1110,,13591.24,2718248,17260.87
186165X/186254XP,P,165.1,254,98.48,12.7,57.29,1375,,N/A,N/A,N/A
186170/186254XP,P,170,254,98.48,12.7,57.29,1375,,N/A,N/A,N/A
186177X/186254XP,P,177.8,254,98.48,12.7,57.29,1375,,N/A,N/A,N/A
206210/206290P,P,210,290,105,13.1,50.9,1221,,5428.64,1085728,6894.38
242190X/242282XP,P,190.5,282.575,105.71,14.1,57.29,1375,,N/A,N/A,N/A
206190X/206290P,P,190.5,290,105,14.2,50.9,1221,,5428.64,1085728,6894.38
240145/240241XP,P,145,241.3,115,17.15,52.08,1250,,N/A,N/A,N/A
240149X/240241XP,P,149.225,241.3,115,17.15,52.08,1250,,N/A,N/A,N/A
240139X/240241XP,P,139.7,241.3,115,17.7,52.08,1250,,N/A,N/A,N/A
281152X/281254XP,P,152.4,254,135.95,21.72,67.71,1625,,N/A,N/A,N/A
281152X/281266XP,P,152.4,266.7,135.95,21.72,67.71,1625,,N/A,N/A,N/A
281155X/281254XP,P,155.575,254,135.95,21.72,67.71,1625,,N/A,N/A,N/A
281155X/281266XP,P,155.575,266.7,135.95,21.72,67.71,1625,,N/A,N/A,N/A
280177X/280288XP,P,177.8,288.925,138.12,27.2,84.37,2025,,N/A,N/A,N/A
74025/74052P,P,25,52,39.75,0.34,2.71,65,,1036.39,207278,1316.22
70030/70062P,P,30,62,46.75,0.535,4.46,107,,713.69,142738,906.39
80035/80066XP,P,35,66.675,47.24,0.6,5.17,124,,N/A,N/A,N/A
80030/80066XP,P,30,66.675,47.24,0.63,5.17,124,,N/A,N/A,N/A
80030/80068P,P,30,68,47.24,0.63,5.17,124,,N/A,N/A,N/A
80033X/80066XP,P,33.338,66.675,47.24,0.63,5.17,124,,N/A,N/A,N/A
80033X/80068P,P,33.338,68,47.24,0.63,5.17,124,,N/A,N/A,N/A
80035/80068P,P,35,68,47.24,0.63,5.17,124,,N/A,N/A,N/A
100031X/100072P,P,31.75,72,51.75,0.75,7.08,170,,N/A,N/A,N/A
100031X/100076XP,P,31.75,76.2,51.75,0.75,7.08,170,,N/A,N/A,N/A
100031X/100080P,P,31.75,80,51.75,0.75,7.08,170,,N/A,N/A,N/A
100034X/100072P,P,34.925,72,51.75,0.75,7.08,170,,N/A,N/A,N/A
100034X/100076XP,P,34.925,76.2,51.75,0.75,7.08,170,,N/A,N/A,N/A
100034X/100080P,P,34.925,80,51.75,0.75,7.08,170,,N/A,N/A,N/A
100035/100072P,P,35,72,51.75,0.75,7.08,170,,1056.51,211302,1341.76
100035/100076XP,P,35,76.2,51.75,0.75,7.08,170,,N/A,N/A,N/A
100035/100080P,P,35,80,51.75,0.75,7.08,170,,N/A,N/A,N/A
101040/101080P,P,40,80,51.25,0.915,8.12,195,,881.57,176314,1119.6
101038X/101076P,P,38.1,76,51.25,0.92,8.12,195,,N/A,N/A,N/A
101038X/101076XP,P,38.1,76.2,51.25,0.92,8.12,195,,N/A,N/A,N/A
101038X/101080P,P,38.1,80,51.25,0.92,8.12,195,,N/A,N/A,N/A
101040/101076XP,P,40,76.2,51.25,0.92,8.12,195,,N/A,N/A,N/A
101041X/101076P,P,41.275,76,51.25,0.92,8.12,195,,N/A,N/A,N/A
101041X/101076XP,P,41.275,76.2,51.25,0.92,8.12,195,,N/A,N/A,N/A
101041X/101080P,P,41.275,80,51.25,0.92,8.12,195,,N/A,N/A,N/A
112045/112085P,P,45,85,51.83,0.965,7.71,185,,982.48,196496,1247.74
244230/244327XP,P,230,327.025,106.12,21,57.29,1375,,N/A,N/A,N/A
244230X/244330P,P,230,330,106.12,21,57.29,1375,,N/A,N/A,N/A
244234X/244327XP,P,234.95,327.025,106.12,21,57.29,1375,,N/A,N/A,N/A
244234X/244330P,P,234.95,330,106.12,21,57.29,1375,,12966.13,2593226,16466.99
283203X/283310P,P,203.2,310,138.54,25,88.85,2132,,16439.4,3287880,20878.04
283203X/283317XP,P,203.2,317.5,138.54,25,88.85,2132,,N/A,N/A,N/A
283210/283310P,P,210,310,138.54,25,88.85,2132,,16439.4,3287880,20878.04
283210/283317XP,P,210,317.5,138.54,25,88.85,2132,,N/A,N/A,N/A
382260/382385P,P,260,385,130.12,32,84.37,2025,,38125.45,7625090,48419.33
